@relation occupancy-detection-weka.filters.unsupervised.attribute.Discretize-O-B10-M-1.0-Rfirst-last-precision6-unset-class-temporarily-weka.filters.unsupervised.attribute.Remove-R1

@attribute timestamp {'\'(-inf-1423019580000]\'','\'(1423019580000-1423156020000]\'','\'(1423156020000-1423292460000]\'','\'(1423292460000-1423428900000]\'','\'(1423428900000-1423565340000]\'','\'(1423565340000-1423701780000]\'','\'(1423701780000-1423838220000]\'','\'(1423838220000-1423974660000]\'','\'(1423974660000-1424111100000]\'','\'(1424111100000-inf)\''}
@attribute Temperature {'\'(-inf-19.540833]\'','\'(19.540833-20.081667]\'','\'(20.081667-20.6225]\'','\'(20.6225-21.163333]\'','\'(21.163333-21.704167]\'','\'(21.704167-22.245]\'','\'(22.245-22.785833]\'','\'(22.785833-inf)\''}
@attribute Humidity {'\'(-inf-19.0205]\'','\'(19.0205-21.296]\'','\'(21.296-23.5715]\'','\'(23.5715-25.847]\'','\'(25.847-28.1225]\'','\'(28.1225-30.398]\'','\'(30.398-32.6735]\'','\'(32.6735-34.949]\'','\'(34.949-inf)\''}
@attribute Light {'\'(-inf-169.725]\'','\'(169.725-339.45]\'','\'(339.45-509.175]\'','\'(509.175-678.9]\'','\'(678.9-848.625]\'','\'(848.625-1018.35]\'','\'(1018.35-inf)\''}
@attribute CO2 {'\'(-inf-579.125]\'','\'(579.125-745.5]\'','\'(745.5-911.875]\'','\'(911.875-1078.25]\'','\'(1078.25-1244.625]\'','\'(1244.625-1411]\'','\'(1411-1577.375]\'','\'(1577.375-1743.75]\'','\'(1743.75-1910.125]\'','\'(1910.125-inf)\''}
@attribute HumidityRatio {'\'(-inf-0.003054]\'','\'(0.003054-0.003435]\'','\'(0.003435-0.003815]\'','\'(0.003815-0.004195]\'','\'(0.004195-0.004575]\'','\'(0.004575-0.004955]\'','\'(0.004955-0.005335]\'','\'(0.005335-0.005716]\'','\'(0.005716-0.006096]\'','\'(0.006096-inf)\''}
@attribute Occupancy {0,1}

@data
'\'(1423019580000-1423156020000]\'','\'(22.785833-inf)\'','\'(25.847-28.1225]\'','\'(-inf-169.725]\'','\'(579.125-745.5]\'','\'(0.004575-0.004955]\'',0
'\'(1423019580000-1423156020000]\'','\'(22.245-22.785833]\'','\'(25.847-28.1225]\'','\'(-inf-169.725]\'','\'(579.125-745.5]\'','\'(0.004575-0.004955]\'',0
'\'(1423019580000-1423156020000]\'','\'(22.245-22.785833]\'','\'(25.847-28.1225]\'','\'(-inf-169.725]\'','\'(579.125-745.5]\'','\'(0.004575-0.004955]\'',0
'\'(1423019580000-1423156020000]\'','\'(22.245-22.785833]\'','\'(25.847-28.1225]\'','\'(-inf-169.725]\'','\'(579.125-745.5]\'','\'(0.004575-0.004955]\'',0
'\'(1423019580000-1423156020000]\'','\'(22.245-22.785833]\'','\'(25.847-28.1225]\'','\'(-inf-169.725]\'','\'(579.125-745.5]\'','\'(0.004575-0.004955]\'',0
'\'(1423019580000-1423156020000]\'','\'(22.245-22.785833]\'','\'(25.847-28.1225]\'','\'(-inf-169.725]\'','\'(579.125-745.5]\'','\'(0.004575-0.004955]\'',0
'\'(1423019580000-1423156020000]\'','\'(22.245-22.785833]\'','\'(25.847-28.1225]\'','\'(-inf-169.725]\'','\'(579.125-745.5]\'','\'(0.004575-0.004955]\'',0
'\'(1423019580000-1423156020000]\'','\'(22.245-22.785833]\'','\'(25.847-28.1225]\'','\'(-inf-169.725]\'','\'(579.125-745.5]\'','\'(0.004575-0.004955]\'',0
'\'(1423019580000-1423156020000]\'','\'(22.245-22.785833]\'','\'(25.847-28.1225]\'','\'(-inf-169.725]\'','\'(579.125-745.5]\'','\'(0.004575-0.004955]\'',0
'\'(1423019580000-1423156020000]\'','\'(22.245-22.785833]\'','\'(25.847-28.1225]\'','\'(-inf-169.725]\'','\'(579.125-745.5]\'','\'(0.004575-0.004955]\'',0
'\'(1423019580000-1423156020000]\'','\'(22.245-22.785833]\'','\'(25.847-28.1225]\'','\'(-inf-169.725]\'','\'(579.125-745.5]\'','\'(0.004575-0.004955]\'',0
'\'(1423019580000-1423156020000]\'','\'(22.245-22.785833]\'','\'(25.847-28.1225]\'','\'(-inf-169.725]\'','\'(579.125-745.5]\'','\'(0.004575-0.004955]\'',0
'\'(1423019580000-1423156020000]\'','\'(22.245-22.785833]\'','\'(25.847-28.1225]\'','\'(-inf-169.725]\'','\'(579.125-745.5]\'','\'(0.004575-0.004955]\'',0
'\'(1423019580000-1423156020000]\'','\'(22.245-22.785833]\'','\'(25.847-28.1225]\'','\'(-inf-169.725]\'','\'(579.125-745.5]\'','\'(0.004575-0.004955]\'',0
'\'(1423019580000-1423156020000]\'','\'(22.245-22.785833]\'','\'(25.847-28.1225]\'','\'(-inf-169.725]\'','\'(579.125-745.5]\'','\'(0.004575-0.004955]\'',0
'\'(1423019580000-1423156020000]\'','\'(22.245-22.785833]\'','\'(25.847-28.1225]\'','\'(-inf-169.725]\'','\'(579.125-745.5]\'','\'(0.004575-0.004955]\'',0
'\'(1423019580000-1423156020000]\'','\'(22.245-22.785833]\'','\'(25.847-28.1225]\'','\'(-inf-169.725]\'','\'(579.125-745.5]\'','\'(0.004575-0.004955]\'',0
'\'(1423019580000-1423156020000]\'','\'(22.245-22.785833]\'','\'(25.847-28.1225]\'','\'(-inf-169.725]\'','\'(579.125-745.5]\'','\'(0.004575-0.004955]\'',0
'\'(1423019580000-1423156020000]\'','\'(22.245-22.785833]\'','\'(25.847-28.1225]\'','\'(-inf-169.725]\'','\'(579.125-745.5]\'','\'(0.004575-0.004955]\'',0
'\'(1423019580000-1423156020000]\'','\'(22.245-22.785833]\'','\'(25.847-28.1225]\'','\'(-inf-169.725]\'','\'(579.125-745.5]\'','\'(0.004195-0.004575]\'',0
'\'(1423019580000-1423156020000]\'','\'(22.245-22.785833]\'','\'(25.847-28.1225]\'','\'(-inf-169.725]\'','\'(579.125-745.5]\'','\'(0.004575-0.004955]\'',0
'\'(1423019580000-1423156020000]\'','\'(22.245-22.785833]\'','\'(25.847-28.1225]\'','\'(-inf-169.725]\'','\'(579.125-745.5]\'','\'(0.004575-0.004955]\'',0
'\'(1423019580000-1423156020000]\'','\'(22.245-22.785833]\'','\'(25.847-28.1225]\'','\'(-inf-169.725]\'','\'(579.125-745.5]\'','\'(0.004575-0.004955]\'',0
'\'(1423019580000-1423156020000]\'','\'(22.245-22.785833]\'','\'(25.847-28.1225]\'','\'(-inf-169.725]\'','\'(579.125-745.5]\'','\'(0.004575-0.004955]\'',0
'\'(1423019580000-1423156020000]\'','\'(22.245-22.785833]\'','\'(25.847-28.1225]\'','\'(-inf-169.725]\'','\'(579.125-745.5]\'','\'(0.004575-0.004955]\'',0
'\'(1423019580000-1423156020000]\'','\'(22.245-22.785833]\'','\'(25.847-28.1225]\'','\'(-inf-169.725]\'','\'(579.125-745.5]\'','\'(0.004575-0.004955]\'',0
'\'(1423019580000-1423156020000]\'','\'(22.245-22.785833]\'','\'(25.847-28.1225]\'','\'(-inf-169.725]\'','\'(579.125-745.5]\'','\'(0.004575-0.004955]\'',0
'\'(1423019580000-1423156020000]\'','\'(22.245-22.785833]\'','\'(25.847-28.1225]\'','\'(-inf-169.725]\'','\'(579.125-745.5]\'','\'(0.004575-0.004955]\'',0
'\'(1423019580000-1423156020000]\'','\'(22.245-22.785833]\'','\'(25.847-28.1225]\'','\'(-inf-169.725]\'','\'(579.125-745.5]\'','\'(0.004195-0.004575]\'',0
'\'(1423019580000-1423156020000]\'','\'(22.245-22.785833]\'','\'(25.847-28.1225]\'','\'(-inf-169.725]\'','\'(579.125-745.5]\'','\'(0.004575-0.004955]\'',0
'\'(1423019580000-1423156020000]\'','\'(22.245-22.785833]\'','\'(25.847-28.1225]\'','\'(-inf-169.725]\'','\'(579.125-745.5]\'','\'(0.004575-0.004955]\'',0
'\'(1423019580000-1423156020000]\'','\'(22.245-22.785833]\'','\'(25.847-28.1225]\'','\'(-inf-169.725]\'','\'(579.125-745.5]\'','\'(0.004195-0.004575]\'',0
'\'(1423019580000-1423156020000]\'','\'(22.245-22.785833]\'','\'(25.847-28.1225]\'','\'(-inf-169.725]\'','\'(579.125-745.5]\'','\'(0.004195-0.004575]\'',0
'\'(1423019580000-1423156020000]\'','\'(22.245-22.785833]\'','\'(25.847-28.1225]\'','\'(-inf-169.725]\'','\'(579.125-745.5]\'','\'(0.004195-0.004575]\'',0
'\'(1423019580000-1423156020000]\'','\'(22.245-22.785833]\'','\'(25.847-28.1225]\'','\'(-inf-169.725]\'','\'(579.125-745.5]\'','\'(0.004575-0.004955]\'',0
'\'(1423019580000-1423156020000]\'','\'(22.245-22.785833]\'','\'(25.847-28.1225]\'','\'(-inf-169.725]\'','\'(579.125-745.5]\'','\'(0.004195-0.004575]\'',0
'\'(1423019580000-1423156020000]\'','\'(22.245-22.785833]\'','\'(25.847-28.1225]\'','\'(-inf-169.725]\'','\'(579.125-745.5]\'','\'(0.004195-0.004575]\'',0
'\'(1423019580000-1423156020000]\'','\'(22.245-22.785833]\'','\'(25.847-28.1225]\'','\'(-inf-169.725]\'','\'(579.125-745.5]\'','\'(0.004195-0.004575]\'',0
'\'(1423019580000-1423156020000]\'','\'(22.245-22.785833]\'','\'(25.847-28.1225]\'','\'(-inf-169.725]\'','\'(579.125-745.5]\'','\'(0.004195-0.004575]\'',0
'\'(1423019580000-1423156020000]\'','\'(22.245-22.785833]\'','\'(25.847-28.1225]\'','\'(-inf-169.725]\'','\'(579.125-745.5]\'','\'(0.004195-0.004575]\'',0
'\'(1423019580000-1423156020000]\'','\'(22.245-22.785833]\'','\'(25.847-28.1225]\'','\'(-inf-169.725]\'','\'(579.125-745.5]\'','\'(0.004195-0.004575]\'',0
'\'(1423019580000-1423156020000]\'','\'(22.245-22.785833]\'','\'(25.847-28.1225]\'','\'(-inf-169.725]\'','\'(579.125-745.5]\'','\'(0.004195-0.004575]\'',0
'\'(1423019580000-1423156020000]\'','\'(22.245-22.785833]\'','\'(25.847-28.1225]\'','\'(-inf-169.725]\'','\'(579.125-745.5]\'','\'(0.004195-0.004575]\'',0
'\'(1423019580000-1423156020000]\'','\'(22.245-22.785833]\'','\'(25.847-28.1225]\'','\'(-inf-169.725]\'','\'(579.125-745.5]\'','\'(0.004195-0.004575]\'',0
'\'(1423019580000-1423156020000]\'','\'(22.245-22.785833]\'','\'(25.847-28.1225]\'','\'(-inf-169.725]\'','\'(579.125-745.5]\'','\'(0.004195-0.004575]\'',0
'\'(1423019580000-1423156020000]\'','\'(21.704167-22.245]\'','\'(25.847-28.1225]\'','\'(-inf-169.725]\'','\'(579.125-745.5]\'','\'(0.004195-0.004575]\'',0
'\'(1423019580000-1423156020000]\'','\'(22.245-22.785833]\'','\'(25.847-28.1225]\'','\'(-inf-169.725]\'','\'(579.125-745.5]\'','\'(0.004195-0.004575]\'',0
'\'(1423019580000-1423156020000]\'','\'(21.704167-22.245]\'','\'(25.847-28.1225]\'','\'(-inf-169.725]\'','\'(579.125-745.5]\'','\'(0.004195-0.004575]\'',0
'\'(1423019580000-1423156020000]\'','\'(21.704167-22.245]\'','\'(25.847-28.1225]\'','\'(-inf-169.725]\'','\'(579.125-745.5]\'','\'(0.004195-0.004575]\'',0
'\'(1423019580000-1423156020000]\'','\'(21.704167-22.245]\'','\'(25.847-28.1225]\'','\'(-inf-169.725]\'','\'(579.125-745.5]\'','\'(0.004195-0.004575]\'',0
'\'(1423019580000-1423156020000]\'','\'(22.245-22.785833]\'','\'(25.847-28.1225]\'','\'(-inf-169.725]\'','\'(579.125-745.5]\'','\'(0.004195-0.004575]\'',0
'\'(1423019580000-1423156020000]\'','\'(21.704167-22.245]\'','\'(25.847-28.1225]\'','\'(-inf-169.725]\'','\'(579.125-745.5]\'','\'(0.004195-0.004575]\'',0
'\'(1423019580000-1423156020000]\'','\'(21.704167-22.245]\'','\'(25.847-28.1225]\'','\'(-inf-169.725]\'','\'(579.125-745.5]\'','\'(0.004195-0.004575]\'',0
'\'(1423019580000-1423156020000]\'','\'(21.704167-22.245]\'','\'(25.847-28.1225]\'','\'(-inf-169.725]\'','\'(579.125-745.5]\'','\'(0.004195-0.004575]\'',0
'\'(1423019580000-1423156020000]\'','\'(21.704167-22.245]\'','\'(25.847-28.1225]\'','\'(-inf-169.725]\'','\'(579.125-745.5]\'','\'(0.004195-0.004575]\'',0
'\'(1423019580000-1423156020000]\'','\'(21.704167-22.245]\'','\'(25.847-28.1225]\'','\'(-inf-169.725]\'','\'(579.125-745.5]\'','\'(0.004195-0.004575]\'',0
'\'(1423019580000-1423156020000]\'','\'(21.704167-22.245]\'','\'(25.847-28.1225]\'','\'(-inf-169.725]\'','\'(579.125-745.5]\'','\'(0.004195-0.004575]\'',0
'\'(1423019580000-1423156020000]\'','\'(21.704167-22.245]\'','\'(25.847-28.1225]\'','\'(-inf-169.725]\'','\'(579.125-745.5]\'','\'(0.004195-0.004575]\'',0
'\'(1423019580000-1423156020000]\'','\'(21.704167-22.245]\'','\'(25.847-28.1225]\'','\'(-inf-169.725]\'','\'(579.125-745.5]\'','\'(0.004195-0.004575]\'',0
'\'(1423019580000-1423156020000]\'','\'(21.704167-22.245]\'','\'(25.847-28.1225]\'','\'(-inf-169.725]\'','\'(579.125-745.5]\'','\'(0.004195-0.004575]\'',0
'\'(1423019580000-1423156020000]\'','\'(21.704167-22.245]\'','\'(25.847-28.1225]\'','\'(-inf-169.725]\'','\'(579.125-745.5]\'','\'(0.004195-0.004575]\'',0
'\'(1423019580000-1423156020000]\'','\'(21.704167-22.245]\'','\'(25.847-28.1225]\'','\'(-inf-169.725]\'','\'(579.125-745.5]\'','\'(0.004195-0.004575]\'',0
'\'(1423019580000-1423156020000]\'','\'(21.704167-22.245]\'','\'(25.847-28.1225]\'','\'(-inf-169.725]\'','\'(-inf-579.125]\'','\'(0.004195-0.004575]\'',0
'\'(1423019580000-1423156020000]\'','\'(21.704167-22.245]\'','\'(25.847-28.1225]\'','\'(-inf-169.725]\'','\'(579.125-745.5]\'','\'(0.004195-0.004575]\'',0
'\'(1423019580000-1423156020000]\'','\'(21.704167-22.245]\'','\'(25.847-28.1225]\'','\'(-inf-169.725]\'','\'(579.125-745.5]\'','\'(0.004195-0.004575]\'',0
'\'(1423019580000-1423156020000]\'','\'(21.704167-22.245]\'','\'(25.847-28.1225]\'','\'(-inf-169.725]\'','\'(579.125-745.5]\'','\'(0.004195-0.004575]\'',0
'\'(1423019580000-1423156020000]\'','\'(21.704167-22.245]\'','\'(25.847-28.1225]\'','\'(-inf-169.725]\'','\'(-inf-579.125]\'','\'(0.004195-0.004575]\'',0
'\'(1423019580000-1423156020000]\'','\'(21.704167-22.245]\'','\'(25.847-28.1225]\'','\'(-inf-169.725]\'','\'(-inf-579.125]\'','\'(0.004195-0.004575]\'',0
'\'(1423019580000-1423156020000]\'','\'(21.704167-22.245]\'','\'(25.847-28.1225]\'','\'(-inf-169.725]\'','\'(579.125-745.5]\'','\'(0.004195-0.004575]\'',0
'\'(1423019580000-1423156020000]\'','\'(21.704167-22.245]\'','\'(25.847-28.1225]\'','\'(-inf-169.725]\'','\'(-inf-579.125]\'','\'(0.004195-0.004575]\'',0
'\'(1423019580000-1423156020000]\'','\'(21.704167-22.245]\'','\'(25.847-28.1225]\'','\'(-inf-169.725]\'','\'(-inf-579.125]\'','\'(0.004195-0.004575]\'',0
'\'(1423019580000-1423156020000]\'','\'(21.704167-22.245]\'','\'(25.847-28.1225]\'','\'(-inf-169.725]\'','\'(-inf-579.125]\'','\'(0.004195-0.004575]\'',0
'\'(1423019580000-1423156020000]\'','\'(21.704167-22.245]\'','\'(25.847-28.1225]\'','\'(-inf-169.725]\'','\'(-inf-579.125]\'','\'(0.004195-0.004575]\'',0
'\'(1423019580000-1423156020000]\'','\'(21.704167-22.245]\'','\'(25.847-28.1225]\'','\'(-inf-169.725]\'','\'(-inf-579.125]\'','\'(0.004195-0.004575]\'',0
'\'(1423019580000-1423156020000]\'','\'(21.704167-22.245]\'','\'(25.847-28.1225]\'','\'(-inf-169.725]\'','\'(-inf-579.125]\'','\'(0.004195-0.004575]\'',0
'\'(1423019580000-1423156020000]\'','\'(21.704167-22.245]\'','\'(25.847-28.1225]\'','\'(-inf-169.725]\'','\'(-inf-579.125]\'','\'(0.004195-0.004575]\'',0
'\'(1423019580000-1423156020000]\'','\'(21.704167-22.245]\'','\'(25.847-28.1225]\'','\'(-inf-169.725]\'','\'(-inf-579.125]\'','\'(0.004195-0.004575]\'',0
'\'(1423019580000-1423156020000]\'','\'(21.704167-22.245]\'','\'(25.847-28.1225]\'','\'(-inf-169.725]\'','\'(-inf-579.125]\'','\'(0.004195-0.004575]\'',0
'\'(1423019580000-1423156020000]\'','\'(21.704167-22.245]\'','\'(25.847-28.1225]\'','\'(-inf-169.725]\'','\'(-inf-579.125]\'','\'(0.004195-0.004575]\'',0
'\'(1423019580000-1423156020000]\'','\'(21.704167-22.245]\'','\'(25.847-28.1225]\'','\'(-inf-169.725]\'','\'(-inf-579.125]\'','\'(0.004195-0.004575]\'',0
'\'(1423019580000-1423156020000]\'','\'(21.704167-22.245]\'','\'(25.847-28.1225]\'','\'(-inf-169.725]\'','\'(-inf-579.125]\'','\'(0.004195-0.004575]\'',0
'\'(1423019580000-1423156020000]\'','\'(21.704167-22.245]\'','\'(25.847-28.1225]\'','\'(-inf-169.725]\'','\'(-inf-579.125]\'','\'(0.004195-0.004575]\'',0
'\'(1423019580000-1423156020000]\'','\'(21.704167-22.245]\'','\'(25.847-28.1225]\'','\'(-inf-169.725]\'','\'(-inf-579.125]\'','\'(0.004195-0.004575]\'',0
'\'(1423019580000-1423156020000]\'','\'(21.704167-22.245]\'','\'(25.847-28.1225]\'','\'(-inf-169.725]\'','\'(-inf-579.125]\'','\'(0.004195-0.004575]\'',0
'\'(1423019580000-1423156020000]\'','\'(21.704167-22.245]\'','\'(25.847-28.1225]\'','\'(-inf-169.725]\'','\'(-inf-579.125]\'','\'(0.004195-0.004575]\'',0
'\'(1423019580000-1423156020000]\'','\'(21.704167-22.245]\'','\'(25.847-28.1225]\'','\'(-inf-169.725]\'','\'(-inf-579.125]\'','\'(0.004195-0.004575]\'',0
'\'(1423019580000-1423156020000]\'','\'(21.704167-22.245]\'','\'(25.847-28.1225]\'','\'(-inf-169.725]\'','\'(-inf-579.125]\'','\'(0.004195-0.004575]\'',0
'\'(1423019580000-1423156020000]\'','\'(21.704167-22.245]\'','\'(25.847-28.1225]\'','\'(-inf-169.725]\'','\'(-inf-579.125]\'','\'(0.004195-0.004575]\'',0
'\'(1423019580000-1423156020000]\'','\'(21.704167-22.245]\'','\'(25.847-28.1225]\'','\'(-inf-169.725]\'','\'(-inf-579.125]\'','\'(0.004195-0.004575]\'',0
'\'(1423019580000-1423156020000]\'','\'(21.704167-22.245]\'','\'(25.847-28.1225]\'','\'(-inf-169.725]\'','\'(-inf-579.125]\'','\'(0.004195-0.004575]\'',0
'\'(1423019580000-1423156020000]\'','\'(21.704167-22.245]\'','\'(25.847-28.1225]\'','\'(-inf-169.725]\'','\'(-inf-579.125]\'','\'(0.004195-0.004575]\'',0
'\'(1423019580000-1423156020000]\'','\'(21.704167-22.245]\'','\'(25.847-28.1225]\'','\'(-inf-169.725]\'','\'(-inf-579.125]\'','\'(0.004195-0.004575]\'',0
'\'(1423019580000-1423156020000]\'','\'(21.704167-22.245]\'','\'(25.847-28.1225]\'','\'(-inf-169.725]\'','\'(-inf-579.125]\'','\'(0.004195-0.004575]\'',0
'\'(1423019580000-1423156020000]\'','\'(21.704167-22.245]\'','\'(25.847-28.1225]\'','\'(-inf-169.725]\'','\'(-inf-579.125]\'','\'(0.004195-0.004575]\'',0
'\'(1423019580000-1423156020000]\'','\'(21.704167-22.245]\'','\'(25.847-28.1225]\'','\'(-inf-169.725]\'','\'(-inf-579.125]\'','\'(0.004195-0.004575]\'',0
'\'(1423019580000-1423156020000]\'','\'(21.704167-22.245]\'','\'(25.847-28.1225]\'','\'(-inf-169.725]\'','\'(-inf-579.125]\'','\'(0.004195-0.004575]\'',0
'\'(1423019580000-1423156020000]\'','\'(21.704167-22.245]\'','\'(25.847-28.1225]\'','\'(-inf-169.725]\'','\'(-inf-579.125]\'','\'(0.004195-0.004575]\'',0
'\'(1423019580000-1423156020000]\'','\'(21.704167-22.245]\'','\'(25.847-28.1225]\'','\'(-inf-169.725]\'','\'(-inf-579.125]\'','\'(0.004195-0.004575]\'',0
